ticker,name,module_v41,module_v42_r10,bqs_v41,bqs_v42,bqs_rank_v41,bqs_confidence,metric_coverage_pct,data_coverage_pct,market_price_frozen,market_cap_frozen,market_source,ios_v41,ios_rank_v41,ios_variant_v41,ios_v42,ios_rank_v42,ios_variant_v42,ios_gate_v42,ios_delta_v42_minus_v41,growth_policy_v42,growth_used_v42,dcf_growth_used_v42,owner_yield_v42,expected_return_v42,margin_of_safety_v42,bear_return_v42,bull_return_v42
PEG,PUBLIC SERVICE ENTERPRISE GP,UTILITY,UTILITY,73.5,73.5,127,PROVISIONAL,61.2,100.0,67.31,33548652219.0,NASDAQ_PUBLIC_SCREENER,20.6,192,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
PEP,PEPSICO INC,GENERAL,GENERAL,64.1,64.1,200,PROVISIONAL,77.6,100.0,130.18,177681583020.0,NASDAQ_PUBLIC_SCREENER,17.9,204,IOS_GENERAL,17.9,102,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0283,0.0283,0.0416,0.0698,-0.492,-0.622,-0.357
PFE,PFIZER INC,GENERAL,GENERAL,45.7,45.7,286,PROVISIONAL,48.0,100.0,28.18,160616801738.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
PFG,PRINCIPAL FINANCIAL GROUP,INSURANCE,INSURANCE,45.2,45.2,,PROVISIONAL,42.9,83.3,113.92,24390800703.0,NASDAQ_PUBLIC_SCREENER,,,IOS_INSURANCE,,,IOS_INSURANCE,BQS<60,,,,,,,,,
PG,PROCTER + GAMBLE CO/THE,GENERAL,GENERAL,78.8,78.8,,PROVISIONAL,62.2,83.3,147.39,342598188713.0,NASDAQ_PUBLIC_SCREENER,15.9,215,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
PGR,PROGRESSIVE CORP,INSURANCE,INSURANCE,87.0,87.0,28,PROVISIONAL,52.0,100.0,203.13,118094047640.0,NASDAQ_PUBLIC_SCREENER,,,IOS_INSURANCE,,,IOS_INSURANCE,combined ratio MISSING: sottoscrizione non valutabile,,,,,,,,,
PH,PARKER HANNIFIN CORP,INDUSTRIAL,INDUSTRIAL,77.1,77.1,,PROVISIONAL,36.7,83.3,971.21,122481638572.0,NASDAQ_PUBLIC_SCREENER,31.1,153,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
PHM,PULTEGROUP INC,GENERAL,GENERAL,59.8,59.8,240,PROVISIONAL,44.9,100.0,118.71,22252491023.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
PKG,PACKAGING CORP OF AMERICA,GENERAL,GENERAL,67.6,67.6,,PROVISIONAL,59.2,83.3,240.98,21470908093.0,NASDAQ_PUBLIC_SCREENER,13.0,232,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
PLD,PROLOGIS INC,REIT,REIT,63.2,63.2,209,PROVISIONAL,48.0,100.0,133.96,127004260960.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,AFFO MISSING: FFO e capex di manutenzione non separati,,,,,,,,,
PLTR,PALANTIR TECHNOLOGIES INC A,SOFTWARE,SOFTWARE,69.7,69.7,162,PROVISIONAL,62.2,100.0,191.79,460689836929.0,NASDAQ_PUBLIC_SCREENER,14.6,221,IOS_GENERAL,30.9,81,IOS_GENERAL,,16.3,G2_GUARDED_PER_SHARE,0.15,0.12,0.0031,0.1064,-0.938,-0.957,-0.92
PM,PHILIP MORRIS INTERNATIONAL,GENERAL,GENERAL,76.9,76.9,,PROVISIONAL,62.2,83.3,190.84,297445788699.0,NASDAQ_PUBLIC_SCREENER,37.1,111,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
PNC,PNC FINANCIAL SERVICES GROUP,BANK,BANK,54.9,54.9,259,PROVISIONAL,63.3,100.0,224.03,89375349718.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,BQS<60,,,,,,,,,
PNR,PENTAIR PLC,INDUSTRIAL,INDUSTRIAL,81.9,81.9,69,PROVISIONAL,70.4,100.0,55.25,8819996738.0,NASDAQ_PUBLIC_SCREENER,39.4,101,IOS_GENERAL,39.4,72,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0044,0.0044,0.0804,0.0847,0.077,-0.149,0.406
PNW,PINNACLE WEST CAPITAL,UTILITY,UTILITY,73.2,73.2,130,PROVISIONAL,64.3,100.0,92.05,11156205390.0,NASDAQ_PUBLIC_SCREENER,11.0,267,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
PODD,INSULET CORP,GENERAL,GENERAL,82.7,82.7,63,PROVISIONAL,63.3,100.0,136.49,9466154622.0,NASDAQ_PUBLIC_SCREENER,42.5,89,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
PPG,PPG INDUSTRIES INC,GENERAL,GENERAL,60.2,60.2,,PROVISIONAL,36.7,83.3,107.2,23830560000.0,NASDAQ_PUBLIC_SCREENER,10.7,275,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
PPL,PPL CORP,UTILITY,UTILITY,75.7,75.7,110,PROVISIONAL,64.3,100.0,32.25,24269571122.0,NASDAQ_PUBLIC_SCREENER,11.4,253,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
PRU,PRUDENTIAL FINANCIAL INC,INSURANCE,INSURANCE,40.3,40.3,,PROVISIONAL,35.7,83.3,117.59,40568550000.0,NASDAQ_PUBLIC_SCREENER,,,IOS_INSURANCE,,,IOS_INSURANCE,BQS<60,,,,,,,,,
PSA,PUBLIC STORAGE,REIT,REIT,72.6,72.6,135,PROVISIONAL,35.7,100.0,286.73,50355847752.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,AFFO MISSING: FFO e capex di manutenzione non separati,,,,,,,,,
PSKY,PARAMOUNT SKYDANCE CL B,GENERAL,GENERAL,12.1,12.1,322,PROVISIONAL,42.9,100.0,9.96,11174579959.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
PSX,PHILLIPS 66,RESOURCES,RESOURCES,58.6,58.6,245,PROVISIONAL,25.5,100.0,256.48,102340884536.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
PTC,PTC INC,SOFTWARE,SOFTWARE,87.3,87.3,26,PROVISIONAL,70.4,100.0,140.4,15234279044.0,NASDAQ_PUBLIC_SCREENER,51.3,64,IOS_GENERAL,57.8,29,IOS_GENERAL,,6.5,G2_GUARDED_PER_SHARE,0.1232,0.12,0.042,0.1649,-0.086,-0.381,0.191
PWR,QUANTA SERVICES INC,INDUSTRIAL,INDUSTRIAL,67.3,67.3,178,PROVISIONAL,70.4,100.0,634.9,93539676687.0,NASDAQ_PUBLIC_SCREENER,30.8,155,IOS_GENERAL,47.5,57,IOS_GENERAL,,16.7,G2_GUARDED_PER_SHARE,0.15,0.12,0.0154,0.1572,-0.689,-0.786,-0.599
PYPL,PAYPAL HOLDINGS INC,SOFTWARE,SOFTWARE,81.8,81.8,70,PROVISIONAL,70.4,100.0,52.51,44920250494.0,NASDAQ_PUBLIC_SCREENER,93.3,17,IOS_GENERAL,93.3,6,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0643,0.0643,0.1016,0.1658,0.756,0.191,1.292
Q,QNITY ELECTRONICS INC,SEMICONDUCTOR,SEMICONDUCTOR,70.2,70.2,157,PROVISIONAL,26.5,100.0,124.5,26046463604.0,NASDAQ_PUBLIC_SCREENER,10.5,278,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
QCOM,QUALCOMM INC,SEMICONDUCTOR,SEMICONDUCTOR,78.7,78.7,91,PROVISIONAL,70.4,100.0,197.24,207148138578.0,NASDAQ_PUBLIC_SCREENER,14.1,224,IOS_GENERAL,14.1,112,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0006,0.0006,0.0485,0.0491,-0.44,-0.538,-0.285
RCL,ROYAL CARIBBEAN CRUISES LTD,GENERAL,GENERAL,74.9,74.9,,PROVISIONAL,60.2,83.3,230.3,61594214945.0,NASDAQ_PUBLIC_SCREENER,35.3,126,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
RDDT,REDDIT INC CL A,SOFTWARE,SOFTWARE,41.8,41.8,297,PROVISIONAL,35.7,100.0,151.98,29240421590.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
REG,REGENCY CENTERS CORP,REIT,REIT,71.0,71.0,,PROVISIONAL,26.5,83.3,72.73,13318357383.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,AFFO MISSING: FFO e capex di manutenzione non separati,,,,,,,,,
REGN,REGENERON PHARMACEUTICALS,GENERAL,GENERAL,75.1,75.1,114,PROVISIONAL,70.4,100.0,801.82,82551368478.0,NASDAQ_PUBLIC_SCREENER,27.5,168,IOS_GENERAL,11.3,127,IOS_GENERAL,,-16.2,G2_GUARDED_PER_SHARE,0.0,0.0,0.0374,0.0374,-0.509,-0.604,-0.358
RF,REGIONS FINANCIAL CORP,BANK,BANK,70.3,70.3,,PROVISIONAL,50.0,83.3,27.39,23334349169.0,NASDAQ_PUBLIC_SCREENER,56.3,55,IOS_BANK,56.3,32,IOS_BANK,,0.0,,,,0.0924,0.1577,-0.015,-0.261,0.281
RJF,RAYMOND JAMES FINANCIAL INC,ASSETMGR_EXCH,ASSETMGR_EXCH,83.7,83.7,52,PROVISIONAL,60.2,100.0,158.23,30437393532.0,NASDAQ_PUBLIC_SCREENER,90.9,21,IOS_BANK,90.9,10,IOS_BANK,,0.0,,,,0.0701,0.1451,0.967,0.475,1.557
RL,RALPH LAUREN CORP,GENERAL,GENERAL,84.9,84.9,42,PROVISIONAL,51.0,100.0,337.47,20107218195.0,NASDAQ_PUBLIC_SCREENER,48.8,67,IOS_GENERAL,,,IOS_GENERAL,capex MISSING/CONFLICTING,,,,,,,,,
RMD,RESMED INC,GENERAL,GENERAL,92.1,92.1,6,PROVISIONAL,70.4,100.0,222.3,32067287624.0,NASDAQ_PUBLIC_SCREENER,60.0,50,IOS_GENERAL,65.2,22,IOS_GENERAL,,5.2,G2_GUARDED_PER_SHARE,0.1288,0.12,0.049,0.1778,0.065,-0.279,0.387
ROK,ROCKWELL AUTOMATION INC,GENERAL,GENERAL,73.3,73.3,129,PROVISIONAL,44.9,100.0,432.89,48169381514.0,NASDAQ_PUBLIC_SCREENER,13.7,226,IOS_GENERAL,13.7,115,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0244,0.0244,0.0264,0.0508,-0.614,-0.72,-0.496
ROL,ROLLINS INC,GENERAL,GENERAL,85.9,85.9,34,PROVISIONAL,70.4,100.0,32.49,15632414176.0,NASDAQ_PUBLIC_SCREENER,48.1,69,IOS_GENERAL,53.9,38,IOS_GENERAL,,5.8,G2_GUARDED_PER_SHARE,0.1174,0.1174,0.039,0.1564,-0.16,-0.431,0.095
ROP,ROPER TECHNOLOGIES INC,GENERAL,GENERAL,84.5,84.5,44,PROVISIONAL,58.2,100.0,366.36,36233324199.0,NASDAQ_PUBLIC_SCREENER,72.2,36,IOS_GENERAL,,,IOS_GENERAL,capex MISSING/CONFLICTING,,,,,,,,,
ROST,ROSS STORES INC,GENERAL,GENERAL,70.3,70.3,152,PROVISIONAL,57.1,100.0,233.98,74745638678.0,NASDAQ_PUBLIC_SCREENER,27.1,170,IOS_GENERAL,27.1,87,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0676,0.0676,0.0272,0.0948,-0.523,-0.677,-0.378
RSG,REPUBLIC SERVICES INC,UTILITY,UTILITY,83.3,83.3,55,PROVISIONAL,68.4,100.0,213.1,65253985612.0,NASDAQ_PUBLIC_SCREENER,33.4,139,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
RTX,RTX CORP,GENERAL,GENERAL,64.0,64.0,202,PROVISIONAL,63.3,100.0,192.19,259025637695.0,NASDAQ_PUBLIC_SCREENER,33.4,141,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
RVTY,REVVITY INC,GENERAL,GENERAL,61.9,61.9,,PROVISIONAL,62.2,83.3,142.11,15857543446.0,NASDAQ_PUBLIC_SCREENER,9.3,303,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
SBAC,SBA COMMUNICATIONS CORP,REIT,REIT,21.2,21.2,319,PROVISIONAL,63.3,100.0,170.53,18091205398.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,BQS<60,,,,,,,,,
SBUX,STARBUCKS CORP,GENERAL,GENERAL,51.1,51.1,271,PROVISIONAL,70.4,100.0,94.14,107319600000.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
SCHW,SCHWAB (CHARLES) CORP,ASSETMGR_EXCH,ASSETMGR_EXCH,85.0,85.0,41,PROVISIONAL,71.4,100.0,99.5,172068903543.0,NASDAQ_PUBLIC_SCREENER,74.6,34,IOS_BANK,74.6,16,IOS_BANK,,0.0,,,,0.0514,0.1264,0.495,0.121,0.944
SHW,SHERWIN WILLIAMS CO/THE,GENERAL,GENERAL,62.3,62.3,215,PROVISIONAL,52.0,100.0,326.46,79250825975.0,NASDAQ_PUBLIC_SCREENER,12.6,238,IOS_GENERAL,12.6,117,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.021,0.021,0.0319,0.0529,-0.621,-0.71,-0.521
SJM,JM SMUCKER CO/THE,GENERAL,GENERAL,30.1,30.1,,PROVISIONAL,26.5,66.7,122.41,13076225831.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
SLB,SLB LTD,RESOURCES,RESOURCES,77.0,77.0,103,PROVISIONAL,44.9,100.0,51.87,76982509392.0,NASDAQ_PUBLIC_SCREENER,50.2,65,IOS_GENERAL,50.2,50,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0833,0.0833,0.058,0.1405,-0.054,-0.34,0.206
SMCI,SUPER MICRO COMPUTER INC,SEMICONDUCTOR,SEMICONDUCTOR,67.8,67.8,173,PROVISIONAL,63.3,100.0,41.44,27224645513.0,NASDAQ_PUBLIC_SCREENER,31.5,149,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
SNA,SNAP ON INC,INDUSTRIAL,INDUSTRIAL,78.7,78.7,92,PROVISIONAL,51.0,100.0,370.25,19151967661.0,NASDAQ_PUBLIC_SCREENER,24.7,176,IOS_GENERAL,,,IOS_GENERAL,capex MISSING/CONFLICTING,,,,,,,,,
SNDK,SANDISK CORP,SEMICONDUCTOR,SEMICONDUCTOR,19.8,19.8,320,PROVISIONAL,45.9,100.0,1816.57,265980364647.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
SNPS,SYNOPSYS INC,SOFTWARE,SOFTWARE,50.8,50.8,272,PROVISIONAL,77.6,100.0,413.06,79157432997.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
SO,SOUTHERN CO/THE,UTILITY,UTILITY,67.8,67.8,174,PROVISIONAL,61.2,100.0,83.47,96020796772.0,NASDAQ_PUBLIC_SCREENER,10.2,288,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
SOLV,SOLVENTUM CORP,GENERAL,GENERAL,34.9,34.9,310,PROVISIONAL,45.9,100.0,88.37,15042670932.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
SPG,SIMON PROPERTY GROUP INC,REIT,REIT,56.4,56.4,,PROVISIONAL,48.0,83.3,204.16,66056277302.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,BQS<60,,,,,,,,,
SPGI,S+P GLOBAL INC,GENERAL,GENERAL,90.2,90.2,11,PROVISIONAL,70.4,100.0,406.5,119836200000.0,NASDAQ_PUBLIC_SCREENER,52.3,62,IOS_GENERAL,56.0,34,IOS_GENERAL,,3.7,G2_GUARDED_PER_SHARE,0.1111,0.1111,0.0436,0.1546,-0.086,-0.381,0.191
SRE,SEMPRA,UTILITY,UTILITY,61.4,61.4,,PROVISIONAL,24.5,83.3,79.0,51658127492.0,NASDAQ_PUBLIC_SCREENER,9.2,307,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
STE,STERIS PLC,GENERAL,GENERAL,85.6,85.6,,PROVISIONAL,62.2,83.3,209.98,20473073098.0,NASDAQ_PUBLIC_SCREENER,35.0,128,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
STLD,STEEL DYNAMICS INC,GENERAL,GENERAL,56.0,56.0,253,PROVISIONAL,70.4,100.0,234.29,33580337738.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
STT,STATE STREET CORP,BANK,BANK,59.3,59.3,241,PROVISIONAL,74.5,100.0,179.95,49432582612.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,BQS<60,,,,,,,,,
STX,SEAGATE TECHNOLOGY HOLDINGS,SEMICONDUCTOR,SEMICONDUCTOR,41.5,41.5,298,PROVISIONAL,77.6,100.0,923.86,211303920527.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
STZ,CONSTELLATION BRANDS INC A,GENERAL,GENERAL,65.5,65.5,,PROVISIONAL,69.4,83.3,116.57,19907642051.0,NASDAQ_PUBLIC_SCREENER,30.4,159,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
SW,SMURFIT WESTROCK PLC,GENERAL,GENERAL,,,,NOT_CALCULATED,0.0,0.0,46.49,24385069993.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,,,,,,,,,,
SWK,STANLEY BLACK + DECKER INC,INDUSTRIAL,INDUSTRIAL,29.7,29.7,,PROVISIONAL,39.8,83.3,91.76,13857286978.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
SWKS,SKYWORKS SOLUTIONS INC,SEMICONDUCTOR,SEMICONDUCTOR,69.5,69.5,164,PROVISIONAL,70.4,100.0,91.45,13760735914.0,NASDAQ_PUBLIC_SCREENER,16.6,210,IOS_GENERAL,16.6,107,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0635,0.0635,-0.311,-0.423,-0.128
SYF,SYNCHRONY FINANCIAL,BANK,BANK,98.5,98.5,,PROVISIONAL,44.9,66.7,70.67,26293306917.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,coverage<70,,,,,,,,,
SYK,STRYKER CORP,GENERAL,GENERAL,84.2,84.2,45,PROVISIONAL,66.3,100.0,273.4,104868870776.0,NASDAQ_PUBLIC_SCREENER,45.8,75,IOS_GENERAL,48.5,54,IOS_GENERAL,,2.7,G2_GUARDED_PER_SHARE,0.1083,0.1083,0.0385,0.1445,-0.201,-0.459,0.041
SYY,SYSCO CORP,GENERAL,GENERAL,58.6,58.6,244,PROVISIONAL,77.6,100.0,77.14,37946242874.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
T,AT+T INC,GENERAL,GENERAL,62.9,62.9,,PROVISIONAL,45.9,83.3,25.3,173365356945.0,NASDAQ_PUBLIC_SCREENER,69.1,37,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
TAP,MOLSON COORS BEVERAGE CO B,GENERAL,GENERAL,45.5,45.5,288,PROVISIONAL,72.4,100.0,36.62,6827943026.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
TDG,TRANSDIGM GROUP INC,INDUSTRIAL,INDUSTRIAL,78.5,78.5,93,PROVISIONAL,70.4,100.0,1105.28,61096037552.0,NASDAQ_PUBLIC_SCREENER,37.7,107,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
TDY,TELEDYNE TECHNOLOGIES INC,INDUSTRIAL,INDUSTRIAL,80.2,80.2,79,PROVISIONAL,63.3,100.0,621.05,28789190717.0,NASDAQ_PUBLIC_SCREENER,22.3,186,IOS_GENERAL,,,IOS_GENERAL,SBC MISSING/CONFLICTING,,,,,,,,,
TECH,BIO TECHNE CORP,GENERAL,GENERAL,62.6,62.6,212,PROVISIONAL,70.4,100.0,72.52,11372458620.0,NASDAQ_PUBLIC_SCREENER,12.4,240,IOS_GENERAL,9.4,153,IOS_GENERAL,,-3.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.019,0.019,-0.767,-0.81,-0.699
TEL,TE CONNECTIVITY PLC,GENERAL,GENERAL,82.9,82.9,60,PROVISIONAL,70.4,100.0,214.39,62068740951.0,NASDAQ_PUBLIC_SCREENER,20.5,194,IOS_GENERAL,20.5,96,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0197,0.0197,0.0492,0.0689,-0.296,-0.479,-0.08
TER,TERADYNE INC,SEMICONDUCTOR,SEMICONDUCTOR,74.2,74.2,122,PROVISIONAL,70.4,100.0,389.14,60838439455.0,NASDAQ_PUBLIC_SCREENER,11.1,261,IOS_GENERAL,11.1,132,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0037,0.0037,0.0064,0.01,-0.926,-0.939,-0.905
TFC,TRUIST FINANCIAL CORP,BANK,BANK,52.9,52.9,,PROVISIONAL,50.0,83.3,47.0,57416430836.0,NASDAQ_PUBLIC_SCREENER,,,IOS_BANK,,,IOS_BANK,BQS<60,,,,,,,,,
TGT,TARGET CORP,GENERAL,GENERAL,61.9,61.9,220,PROVISIONAL,63.3,100.0,156.26,70988407967.0,NASDAQ_PUBLIC_SCREENER,9.3,304,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
TJX,TJX COMPANIES INC,GENERAL,GENERAL,97.8,97.8,,PROVISIONAL,22.4,83.3,131.59,144745586687.0,NASDAQ_PUBLIC_SCREENER,14.7,219,IOS_GENERAL,,,IOS_GENERAL,guarded growth inputs MISSING/CONFLICTING,,G2_GUARDED_PER_SHARE,,,,,,,
TKO,TKO GROUP HOLDINGS INC,GENERAL,GENERAL,69.1,69.1,167,PROVISIONAL,38.8,100.0,189.08,35787117334.0,NASDAQ_PUBLIC_SCREENER,10.4,283,IOS_GENERAL,,,IOS_GENERAL,capex MISSING/CONFLICTING,,,,,,,,,
TMO,THERMO FISHER SCIENTIFIC INC,GENERAL,GENERAL,61.5,61.5,223,PROVISIONAL,77.6,100.0,665.3,245992869376.0,NASDAQ_PUBLIC_SCREENER,9.2,306,IOS_GENERAL,9.2,157,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0243,0.0243,-0.736,-0.779,-0.666
TMUS,T MOBILE US INC,GENERAL,GENERAL,86.1,86.1,33,PROVISIONAL,67.3,100.0,165.66,177698779410.0,NASDAQ_PUBLIC_SCREENER,75.9,32,IOS_GENERAL,75.9,15,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0353,0.0353,0.0966,0.1319,0.479,0.023,0.93
TPL,TEXAS PACIFIC LAND CORP,REIT,REIT,66.9,66.9,187,PROVISIONAL,38.8,100.0,335.74,23157560070.0,NASDAQ_PUBLIC_SCREENER,,,IOS_REIT,,,IOS_REIT,AFFO MISSING: FFO e capex di manutenzione non separati,,,,,,,,,
TPR,TAPESTRY INC,GENERAL,GENERAL,58.8,58.8,243,PROVISIONAL,70.4,100.0,110.51,22034774336.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
TRGP,TARGA RESOURCES CORP,UTILITY,UTILITY,75.7,75.7,108,PROVISIONAL,72.4,100.0,283.01,60686123253.0,NASDAQ_PUBLIC_SCREENER,11.4,254,IOS_GENERAL,11.4,125,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0085,0.0085,-0.902,-0.919,-0.875
TRMB,TRIMBLE INC,GENERAL,GENERAL,64.4,64.4,198,PROVISIONAL,70.4,100.0,59.32,13832228583.0,NASDAQ_PUBLIC_SCREENER,9.7,297,IOS_GENERAL,9.7,151,IOS_GENERAL,,0.0,G2_GUARDED_PER_SHARE,0.0,0.0,0.0155,0.0155,-0.81,-0.844,-0.754
TROW,T ROWE PRICE GROUP INC,ASSETMGR_EXCH,ASSETMGR_EXCH,73.2,73.2,,PROVISIONAL,76.5,83.3,104.57,22306438435.0,NASDAQ_PUBLIC_SCREENER,95.0,9,IOS_BANK,,,IOS_BANK,share_change MISSING/CONFLICTING,,,,,,,,,
TRV,TRAVELERS COS INC/THE,INSURANCE,INSURANCE,88.9,88.9,15,PROVISIONAL,40.8,100.0,360.39,75168352179.0,NASDAQ_PUBLIC_SCREENER,,,IOS_INSURANCE,,,IOS_INSURANCE,combined ratio MISSING: sottoscrizione non valutabile,,,,,,,,,
TSCO,TRACTOR SUPPLY COMPANY,GENERAL,GENERAL,64.5,64.5,197,PROVISIONAL,70.4,100.0,32.29,16824386024.0,NASDAQ_PUBLIC_SCREENER,18.2,203,IOS_GENERAL,9.8,149,IOS_GENERAL,,-8.4,G2_GUARDED_PER_SHARE,0.0,0.0,0.0406,0.0406,-0.501,-0.592,-0.356
TSLA,TESLA INC,INDUSTRIAL,INDUSTRIAL,55.4,55.4,256,PROVISIONAL,66.3,100.0,380.12,1501301955407.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
TSN,TYSON FOODS INC CL A,GENERAL,GENERAL,48.9,48.9,275,PROVISIONAL,73.5,100.0,51.36,18068525656.0,NASDAQ_PUBLIC_SCREENER,,,IOS_GENERAL,,,IOS_GENERAL,BQS<60,,,,,,,,,
TT,TRANE TECHNOLOGIES PLC,GENERAL,GENERAL,86.3,86.3,,PROVISIONAL,62.2,83.3,437.09,96169930435.0,NASDAQ_PUBLIC_SCREENER,40.7,99,IOS_GENERAL,,,IOS_GENERAL,share_change MISSING/CONFLICTING,,,,,,,,,
